name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through,candidate_inactive,inactive_election_years
"WINTERBOTTOM, THOMAS FRANCIS",P,President,DEM,DEMOCRATIC PARTY,US,00,0,"{00,00,00,00}","{2000,2004,2016,2020}","{1998,2000,2002,2004,2006,2008,2014,2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,1998-04-08,2017-02-15,2017-02-15,P00003244,2020,f,
"LANCE-COUNCIL, TEMPERANCE ALESHA",P,President,OTH,OTHER,US,00,0,"{00,00,00,00,00,00}","{2000,2004,2008,2012,2016,2020}","{2000,2002,2004,2006,2008,2012,2014,2016,2020}",N,C,Challenger,2019-07-23 21:24:02,1999-04-07,2019-07-19,2019-07-19,P00003640,2020,f,
"WALLACE, WILLIAM L",P,President,IND,INDEPENDENT,US,00,0,"{00,00,00}","{2000,2016,2020}","{2000,2002,2004,2006,2016,2018,2020}",N,C,Challenger,2019-02-13 21:28:01,2015-05-11,2019-02-06,2019-02-06,P00003897,2020,f,
"SCHRINER, JOSEPH CHARLES",P,President,IND,INDEPENDENT,US,00,0,"{00,00,00,00,00,00}","{2000,2004,2008,2012,2016,2020}","{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",N,C,Challenger,2019-04-09 21:06:31,1999-08-26,2019-03-22,2019-03-22,P00003962,2020,f,
"GABLE, JEREMY JOSEPH MR.",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2015-05-11,2015-05-11,2015-05-11,P00004887,2020,f,
"WEST, KANYE DEEZ NUTZ",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2015-08-31,2015-08-31,2015-08-31,P00004903,2020,f,
"FOXX, DAKODA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2015-09-01,2015-09-01,2015-09-01,P00004911,2020,f,
"OBERSTEIN, AVITAL HADAS MS.",P,President,HRP,HUMAN RIGHTS PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-02-18,2016-02-18,2016-02-18,P00005017,2020,f,
"BARRINGER, ANDREW LOCKLIN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-05-02,2016-05-02,2016-05-02,P00005066,2020,f,
"CATER, CORBIN ZANE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-06-07,2016-06-07,2016-06-07,P00005082,2020,f,
"CONKEY, CHRISTOPHER LEE",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-09-27,2016-09-27,2016-09-27,P00005199,2020,f,
"ROUSE, DEBORAH ANN",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-10-03,2018-01-23,2018-01-23,P00005207,2020,f,
"FRISKEY, JOHNNY RAE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-08,2016-11-08,2016-11-08,P00005272,2020,f,
"LANGSTON, CHRISTOPHER LEE MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-10,2016-11-10,2016-11-10,P00005322,2020,f,
"MOATES, MICHAEL",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-14,2016-11-14,2016-11-14,P00005348,2020,f,
"VARNADO, KEYSHAWN DWANYE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-14,2016-11-27,2016-11-14,P00005355,2020,f,
"MAGGIORE, TONY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-20,2016-11-25,2016-11-20,P00005397,2020,f,
"LEONARD, KEITH",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-11-30,2016-11-30,2016-11-30,P00005421,2020,f,
"DIXON, MICHAEL JOSEPH",P,President,OTH,OTHER,US,00,0,{00},{2020},"{2016,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2016-12-21,2016-12-21,2016-12-21,P00005470,2020,f,
"WEBER, MARK ALLEN MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-01-20,2017-03-15,2017-01-20,P00005546,2020,f,
"PICH, ROBERT EUGENE",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-04-03,2017-04-05,2017-04-03,P00005769,2020,f,
"VALLES, RUBEN JR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-04-29,2017-04-29,2017-04-29,P00005876,2020,f,
"SPEAT, PHILLIP KARL MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-04-29,2017-04-29,2017-04-29,P00005884,2020,f,
"ENGEL, JULIUS THEODORE",P,President,OTH,OTHER,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-05-10,2017-05-10,2017-05-10,P00005926,2020,f,
"WIAND, FRED",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-05-16 21:09:24,2017-05-22,2017-05-22,2017-05-22,P00005942,2020,f,
"BLACK, ELIZABETH",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-06-09,2017-06-09,2017-06-09,P00006031,2020,f,
"PACK, AUSTIN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-06-27,2017-06-27,2017-06-27,P00006072,2020,f,
"OHANIAN, GRANT ETHRIDGE MR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-07-09,2017-07-09,2017-07-09,P00006080,2020,f,
"MASON, JAMES GRAY MR.",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-07-19,2017-07-19,2017-07-19,P00006122,2020,f,
"CEKANDER, BRANDON",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-07-31,2017-07-31,2017-07-31,P00006155,2020,f,
"JOHNSTON, JACOB",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-07-31,2017-07-31,2017-07-31,P00006163,2020,f,
"ENGLERTH, CLIFFORD ALLEN",P,President,OTH,OTHER,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-08-07,2017-08-07,2017-08-07,P00006189,2020,f,
"AGUIAR, MICHAEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-07-19 11:45:25,2017-08-16,2017-08-16,2017-08-16,P00006247,2020,f,
"STARKEY, KOREY PAUL",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-09-05,2017-09-05,2017-09-05,P00006304,2020,f,
"EGGLESTON, DERRICK",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-09-28,2017-10-15,2017-09-28,P00006338,2020,f,
"DAVIS, DANIEL L MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-10-10,2017-10-10,2017-10-10,P00006379,2020,f,
"NWADIKE, KENNETH E JR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,,,,P00006395,2020,f,
"RICHARDSON, CECIL ALBERT REV.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-11-01,2017-11-01,2017-11-01,P00006445,2020,f,
"BUSH, WILLITA D",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-11-03,2017-11-03,2017-11-03,P00006460,2020,f,
"GREEN, ANDRE PHILLIP",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-11-06,2018-04-16,2018-01-02,P00006478,2020,f,
"CHIODO, DAMIEN GARRETT MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-11-14,2017-11-14,2017-11-14,P00006510,2020,f,
"KABIR, MOHAMMAD S MR.",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-08-23 22:05:29,2017-11-17,2019-08-23,2019-08-23,P00006544,2020,f,
"NUSBAUM, DENNIS JEFFREY MR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-12-25,2017-12-25,2017-12-25,P00006718,2020,f,
"GIL DE LAMADRID, J.",P,President,NON,NON-PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2017-12-28,2017-12-28,2017-12-28,P00006726,2020,f,
"MONCADA, RICHARD CHARLES",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-01-05,2018-01-05,2018-01-05,P00006809,2020,f,
"GARRET, SAMMY NO MIDDLE NAME SAM RET",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-01-05,2018-01-18,2018-01-05,P00006817,2020,f,
"INCE, CECIL ANTHONY SOUTHWEST",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-01-12,2018-01-12,2018-01-12,P00006833,2020,f,
"SIBILIO, JASON MICHAEL",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-01-25,2018-01-25,2018-01-25,P00006965,2020,f,
"SOSEEAH, KERRY D MRS",P,President,OTH,OTHER,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-01-30,2018-01-30,2018-01-30,P00006999,2020,f,
"GRAVEN, JASON G",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-01,2018-02-01,2018-02-01,P00007005,2020,f,
"WEAVER, CHRISTOPHER FRANCIS MR.",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-03,2018-02-03,2018-02-03,P00007047,2020,f,
"CHILDS, CAYLEND ANTHONY EDWARD MR C.A.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-08,2018-02-08,2018-02-08,P00007070,2020,f,
"SHAW, ROBERT SIMON IV",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-08,2018-02-23,2018-02-08,P00007088,2020,f,
"SHAJU, LISHA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-10,2018-03-01,2018-02-10,P00007112,2020,f,
"HANKINS, JOHN KWESI",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-15,2018-03-22,2018-02-15,P00007146,2020,f,
"FORSMAN, CATHERINE ANNE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-07-16 21:17:30,2018-02-20,2018-02-20,2018-02-20,P00007179,2020,f,
"JONES, KEVIN SIR",P,President,OTH,OTHER,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-02-25,2018-03-07,2018-02-25,P00007229,2020,f,
"MINETTE, KRISTOPHER THOMAS MR",P,President,OTH,OTHER,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-03-01,2018-03-22,2018-03-01,P00007245,2020,f,
"HOPE, WILLIAM",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-03-01,2018-03-01,2018-03-01,P00007252,2020,f,
"MONTALVO, KENNETH JAMES",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-03-28,2018-03-28,2018-03-28,P00007401,2020,f,
"HAWKINS, DANNY NATHANIEL JR.",P,President,NON,NON-PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-09-15 21:07:46,2018-04-29,2019-09-15,2019-09-15,P00007567,2020,f,
"COLLINS, KEVIN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-05-08,2018-05-08,2018-05-08,P00007625,2020,f,
"FULK, SCOTT ELDON",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-05-09,2018-05-21,2018-05-09,P00007633,2020,f,
"LEVY, JEFERY",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-05-29,2018-05-29,2018-05-29,P00007724,2020,f,
"KENNEWAY, BRUCE JOHN MR",P,President,W,WRITE-IN,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-06-18,2018-06-18,2018-06-18,P00007856,2020,f,
"MIKOLAY, GREGORY",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-07-14,2018-07-14,2018-07-14,P00007948,2020,f,
"WINDHAM, GERALD",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-07-15,2018-07-15,2018-07-15,P00007971,2020,f,
"STROUD, DONNA HAN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-07-23,2018-07-23,2018-07-23,P00007997,2020,f,
"FLUDD, ERIC RENALDO",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-08-08,2018-08-08,2018-08-08,P00008094,2020,f,
"ATANUS, SUSANNE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-04-10 21:11:50,2018-08-10,2019-04-10,2019-04-10,P00008128,2020,f,
"GROENDYK, GIDGET KAY",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-08-15,2018-08-15,2018-08-15,P00008136,2020,f,
"COPE, PATRICK ALLEN MR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-09-07,2018-09-07,2018-09-07,P00008250,2020,f,
"SHARP, STEVEN DOUGLAS MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-09-08,2018-09-08,2018-09-08,P00008268,2020,f,
"TURNER, GARY C",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-10-01,2018-10-01,2018-10-01,P00008425,2020,f,
"KARAFFA, DAVID AARON MR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-10-02,2018-10-02,2018-10-02,P00008433,2020,f,
"GARNER, MARQUIS ANTWAN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-10-05,2018-10-05,2018-10-05,P00008458,2020,f,
"WHITE, PATRICK MICHAEL MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-10-12,2018-10-12,2018-10-12,P00008474,2020,f,
"H, LIONEL JAMES MR",P,President,AIP,AMERICAN INDEPENDENT PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-02,2018-11-02,2018-11-02,P00008631,2020,f,
"OJEDA, RICHARD NEECE II",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-04-03 21:06:26,2018-11-11,2018-11-11,2018-11-11,P00008763,2020,f,
"PEREZ, RAMON MR",P,President,IDP,INDEPENDENCE PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-12,2018-12-06,2018-11-12,P00008771,2020,f,
"SMALLEY, NADIA BAHIA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-09,2018-12-18,2018-11-09,P00008797,2020,f,
"OCAMPO, NICHOLAS RYAN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-17,2018-11-17,2018-11-17,P00008813,2020,f,
"SZYDLOWSKI- DE JESUS, LUIS MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-25,2018-11-25,2018-11-25,P00008862,2020,f,
"HAMBRICK, MICHAEL LAMONT MR. SR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-28,2018-11-28,2018-11-28,P00008888,2020,f,
"MARZOCK, BRET MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-13,2018-12-13,2018-12-13,P00009019,2020,f,
"STABINS, JEFF MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-21,2018-12-21,2018-12-21,P00009076,2020,f,
"GROSS, KENNETH BRUCE VAN DR.",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-02,2019-01-02,2019-01-02,P00009126,2020,f,
"BEEBE, JORRAN LEE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-02,2019-01-02,2019-01-02,P00009134,2020,f,
"ACKER, BRANDON W",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-12,2019-01-12,2019-01-12,P00009217,2020,f,
"ARMSTEAD, MARTINA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-15,2019-01-15,2019-01-15,P00009316,2020,f,
"YOUNG, STEVEN JAY",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-16,2019-01-16,2019-01-16,P00009324,2020,f,
"CATS, SEYMOUR",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-20,2019-01-20,2019-01-20,P00009415,2020,f,
"HARRIS, KAMALA D.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},P,C,Challenger,2020-01-14 21:09:39,2019-01-21,2019-01-21,2019-01-21,P00009423,2020,f,
"NATZLE, BRENT JAY MR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-21,2019-01-21,2019-01-21,P00009449,2020,f,
"DE LA TORRE, CHRISTOPHER JOSEPH",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-22,2019-01-22,2019-01-22,P00009472,2020,f,
"FRASER, AARON",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-24,2019-01-24,2019-01-24,P00009506,2020,f,
"CHAVEZ, EMILIO REV JR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-25,2019-01-25,2019-01-25,P00009530,2020,f,
"PRICE, CARROLL MONTAGUE MS./MR. JR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-27,2019-01-27,2019-01-27,P00009548,2020,f,
"AEBI, ESTHER CAROLINE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-30 21:09:45,2019-01-27,2019-01-27,2019-01-27,P00009563,2020,f,
"THISTLE, DAVID JOHN MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-30 21:09:45,2019-01-28,2019-01-28,2019-01-28,P00009571,2020,f,
"DIETRICH, GEORGE WAYNE MR. II",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-30 21:09:45,2019-01-28,2019-01-28,2019-01-28,P00009605,2020,f,
"WARREN, ELIZABETH",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-03-26 21:06:53,2018-12-31,2019-02-09,2019-02-09,P00009621,2020,f,
"MIMS, RUGAR MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-30 21:09:45,2019-01-29,2019-04-02,2019-01-29,P00009639,2020,f,
"MARC, JONATHAN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-01-29,2019-01-30,2019-01-30,P00009712,2020,f,
"EGAN, WILLIAM CARL",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-11 21:05:39,2019-01-29,2019-04-01,2019-03-11,P00009746,2020,f,
"ESTRADA, RAOUL A DR. MD. ESQ",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-01-29,2019-01-29,2019-01-29,P00009761,2020,f,
"SMALLEY, NADIA B",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-01,2019-02-01,2019-02-01,P00009845,2020,f,
"MANOLATOD, GERASIMOS",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-02,2019-02-02,2019-02-02,P00009860,2020,f,
"CUSTIS, JOSEPH LEE MR JR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-03,2019-04-01,2019-02-03,P00009886,2020,f,
"ROCKER, PAMELA DANELLE MRS.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-04,2019-02-04,2019-02-04,P00009902,2020,f,
"ST LOUIS, STEPHANIE SIMON",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-09,2019-02-09,2019-02-09,P00009993,2020,f,
"SPIVEY, MARK DOUGLAS",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-10,2019-02-10,2019-02-10,P00010017,2020,f,
"DOLIN, CHRISTOPHER RANDALL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-11,2019-02-11,2019-02-11,P00010074,2020,f,
"ANGELO-HAIGHT, SARAH",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-15,2019-02-15,2019-02-15,P00010116,2020,f,
"STEWART, SEBASTIAN AUSTIN MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-21,2019-02-21,2019-02-21,P00010280,2020,f,
"BUTTIGIEG, PETE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-05-16 21:09:24,2019-02-22,2019-04-13,2019-04-13,P00010298,2020,f,
"WHIPPLE, KRISTA MARIE MS.",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-26 21:07:12,2019-02-26,2019-04-26,2019-04-26,P00010371,2020,f,
"MICHAUD, PATRICK MICHAEL MR.",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-04 21:05:00,2019-02-27,2019-03-04,2019-03-04,P00010405,2020,f,
"GREEN, WEDNESDAY ALEXANDRA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-01,2019-04-02,2019-03-01,P00010488,2020,f,
"JONES, ARNOLD MATTHEW",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-01,2019-03-08,2019-03-08,P00010496,2020,f,
"WARD, KEN MR.",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-04,2019-03-04,2019-03-04,P00010579,2020,f,
"BROWN, ERIK",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-05,2019-03-05,2019-03-05,P00010637,2020,f,
